what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486760982746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761006798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761054587
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761059860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761069573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761076742
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761093781
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761098031
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761098065
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761098074
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761103081
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761108308
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761108380
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761108412
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761108420
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761145779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1486761153465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486761156168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486761157691
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761167357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761168693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761169126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761182576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761216704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761264010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761264683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761270167
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1486761274493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1486761315715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761315723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761318594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761319389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761319440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761319505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761321124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761321508
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486761334059
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761355056
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761356814
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761356848
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761356858
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761362190
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761410007
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761412618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1486761412619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486761424061
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761429547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761431378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761431673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761433395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761434042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761434328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761434984
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761444042
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761444055
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761446797
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761495067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486761496370
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761498570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761500764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761501117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761502737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761503124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761503671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761504406
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761506642
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761506652
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761513692
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761530659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761536791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1486761562244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761562252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761565036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761565359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761567156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761567816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761568106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761568784
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761578690
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761580929
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761586816
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.gotoLastEditPosition",1486761586817
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.gotoLastEditPosition",1486761586919
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486761591341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761592820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1486761614761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761614767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761617289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486761617510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486761644857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1486761648429
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761651866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486761655114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486761656453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486761656832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486761657193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486761657575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486761658014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486761659650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486761661005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1486761663289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1486761663584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1486761663807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1486761664715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1486761664939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1486761665161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1486761666190
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761672354
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761673144
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761673633
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486761673633
